	StreetAddress	ExtendedAddress	Locality	Latitude	Longitude
1254	4 Pipeline Road, Kamalbinayak	 	Bhaktapur 44800, 	27.6790028	85.439268
1255	No 07 Dadhikot VDC, Ward	Gamcha	Bhaktapur 44800, 	27.673864	85.4272402
1256	2 Kapahity	Changu Narayan	Bhaktapur 44800, 	27.6664805	85.43764019999999
1257	12 Bolachhen	 	Bhaktapur 44800, 	27.6700651	85.4283612
1258	11 Taumadhi Square	 	Bhaktapur 44800, 	27.671596	85.42918
1259	 	Sallaghari	Bhaktapur 44800, 	27.6717628	85.4078902
1260	Nagarkot Road	Changunarayan 6, Nagarkot, Kharipati,	Bhaktapur 44800, 	27.7093613	85.50044659999999
1261	Durbar Square	 	Bhaktapur 44800, 	27.6720744	85.42810229999999
1262	Byasi	 	Bhaktapur 44800, 	27.6752717	85.4299839
1263	Nagarkot 8 Mahankal	 	Bhaktapur 44800, 	27.6721696	85.43133089999999
1264	11 Taumadhi Square	 	Bhaktapur 44800, 	27.671596	85.42918
1265	12 Suryabinayak	 	Bhaktapur 44800, 	27.673864	85.4272402
1266	03 Dattatraya Durbar Square, Tachhapal	Kumari Galli	Bhaktapur 44800, 	27.6734189	85.43454899999999
1267	1 Changunarayan	 	Bhaktapur 44800, 	27.673864	85.4272402
1268	Indrayani Byasi	 	Bhaktapur 44800, 	27.6752717	85.4299839
1269	8 Pandubazar Height, Katunje	 	Bhaktapur 44800, 	27.6624111	85.41773889999999
1270	Sanga	 	Bhaktapur 45555, 	27.6710221	85.4298197
1271	Taumadhi Square	 	Bhaktapur 44800, 	27.6709068	85.4290942
1272	Balakhu - 10, Bhaktapur Durbar Square	 	Bhaktapur 00977, 	27.2543722	86.3072469
1273	7 Suryavinayak	 	Bhaktapur 44800, 		
1274	Windy Hills	Nagarkot	Bhaktapur 977-1, 	27.7173579	85.50457109999999
1275	Ranikot hillock	to the south east of the Kathmandu valley at the altitude of 2000m, facing Phulchoki Mountain	Bhaktapur 44800, 	27.6284443	85.4286108
1276	Ashapuri	 	Bhaktapur 44800, 	27.673864	85.4272402
1277	Golmadhi 7, Sukuldhoka	 	Bhaktapur 44800, 	27.6725029	85.4320716
1278	Golmadhi 7, Sukuldhoka	 	Bhaktapur 44800, 	27.6725029	85.4320716
1279	8 Kwachhen	Gangsalea Chowk	Bhaktapur 44800, 	27.673864	85.4272402
1280	Lankapur	 	Lumbini 32914, 	27.6791987	83.5070203
1281	Parsa Chauraha	 	Lumbini 32914, 		
1282	24 Paklihawa Road	Siddartha Nagar	Lumbini 24, 		
1283	Mahilivar	 	Lumbini 32914, 	27.4688921	83.29207129999999
1284	Sacred Garden, Siddartha Nagar	 	Lumbini 32914, 		
1285	10 Lumbini Bazaar, Lumbini Sanskritik	Mahilwar, Rupandehi	Lumbini 32914, 	27.470363	83.284639
1286	Lumbini Bazar	 	Lumbini 32900, 	27.470794	83.286053
1287	8 Madhubani Bazar	 	Lumbini 32914, 	27.470348	83.284804
